nikkud,transliteration,word
בֵּית דִּין צְבָאִי,,בית דין צבאי
בֵּית דִּין רַבָּנִי,bet din rabani,בית דין רבני
בֵּית דִּין שָׂדֶה,bet din sade,בית דין שדה
בֵּית דְּפוּס,bet dfus,בית דפוס
בֵּית הַבַּד,bet habad,בית הבד
בֵּית הֶגֶה,bet hege,בית הגה
בֵּית הַגֶשֶׁר,beit hagesher,בית הגשר
בֵּית הֶחָזֶה,bet hekhaze,בית החזה
בֵּית הַחָפְשִׁית,bet hakhofshit,בית החפשית
בֵּית הִלֵּל,bet hilel,בית הלל
בֵּית הַמִּקְדָּשׁ,bet hamikdash,בית המקדש
בֵּית הַמִּשְׁפָּט הַגָּבוֹהַּ לְצֶדֶק,bet hamishpat hagavoah letsedek,בית המשפט הגבוה לצדק
בֵּית הַמִּשְׁפָּט הָעֶלְיוֹן,bet hamishpat ha'elyon,בית המשפט העליון
בֵּית הַסְקִילָה,bet haskila,בית הסקילה
בֵּית הַפְּקֻדּוֹת,bet hapkudot,בית הפקדות
בֵּית הַפְּרָס,,בית הפרס
בֵּית הַקוֹל,bet hakol,בית הקול
בֵּית זוֹנוֹת,bet zonot,בית זונות
בֵּית זִקּוּק,beit zikuk,בית זקוק
בֵּית חוֹלִים,bet kholim,בית חולים
בַּיִת חָכָם,bayit khakham,בית חכם
בֵּית חֶרֶב,beyt hakherev,בית חרב
בֵּית חֲרֹשֶׁת,bet kharoshet,בית חרושת
בֵּית יַעֲקֹב,bet ya'akov,בית יעקב
בֵּית יִשְׂרָאֵל,bet israel,בית ישראל
בֵּית יְתוֹמִים,bet yetomim,בית יתומים
בֵּית כֶּלֶא,bet kele,בית כלא
בֵּית כְּנֶסֶת,bet kneset,בית כנסת
בֵּית מוֹעֵד לְכָל חָי,,בית מועד לכל חי
בֵּית מִטְבָּחַיִם,bet mitbakhayim,בית מטבחים
בֵּית מְלָאכָה,,בית מלאכה
בֵּית מָלוֹן,,בית מלון
בֵּית מַצְפֵּן,beyt matspen,בית מצפן
בֵּית מַרְזֵחַ,bet marzeakh,בית מרזח
בֵּית מֶרְחָץ,bet merkhats,בית מרחץ
בֵּית מִרְקַחַת,be(i)t mirkakhat,בית מרקחת
בֵּית מְשֻׁגָּעִים,bet meshogaim,בית משגעים
בֵּית מִשְׁפָּט,bet mishpat,בית משפט
בֵּית מִשְׁפַּט הַשָּׁלוֹם,bet mishpat hashalom,בית משפט השלום
בֵּית מִשְׁפָּט מְחוֹזִי,bet mishpat mekhozi,בית משפט מחוזי
בֵּית מִשְׁפָּט קַמָּא,beit mishpat kama,בית משפט קמא
בַּיִת מְשֻׁתָּף,bayit meshutaf,בית משתף
[[בית|בֵּית]] [[נבחר|נִבְחָרִ]]ים,beyt nivkharim,בית נבחרים
בֵּית נְכוֹת,beyt nekhot,בית נכות
בֵּית סֹהַר,bet sohar,בית סהר
בֵּית סִירוֹת,beyt sirot,בית סירות
בֵּית סִפּוּן,bet sipun,בית ספון
בֵּית סֵפֶר,bet sefer,בית ספר
בֵּית סֵפֶר דָּתִי,bet sefer dati,בית ספר דתי
בֵּית סֵפֶר חַקְלָאִי,bet sefer khakla'i,בית ספר חקלאי
בֵּית־סֵפֶר עֲמָמִי,bet sefer amami,בית ספר עממי
בֵּית סֶפֶר צָף,beit sefer tsaf,בית ספר צף
בֵּית סֵפֶר שָׂדֶה,,בית ספר שדה
בֵּית סֵפֶר תִּיכוֹן,bet sefer tichon,בית ספר תיכון
בֵּית סְפָרִים,bet sfarim,בית ספרים
בֵּית עָלְמִין,bet ׳almin,בית עלמין
בַּיִת צָף,bayit tsaf,בית צף
בֵּית קְבָרוֹת,bet kvarot,בית קברות
בֵּית קַדְמָה,bet kadma,בית קדמה
בֵּית קוֹלְנוֹעַ,bet kolnoa,בית קולנוע
בֵּית קָפֶה,bet kafe,בית קפה
בֵּית שֶּׁחִי,bet shekhi,בית שחי
בֵּית שַׁמַּאי,bet shamay,בית שמאי
בֵּית שִׁמּוּשׁ,bet shimush,בית שמוש
בֵּית תּוֹתָח,beyt totakh,בית תותח
בֵּית תּוֹתָחִים,beyt totakhim,בית תותחים
בֵּית תַּמְחוּי,bet tamkhuy,בית תמחוי
בֵּית תְּפִלָּה,bet tfila,בית תפלה
בִּיתָן,bitan,ביתן
בִּיתָן שְׁמִירָה,,ביתן שמירה
בִּכְבוֹדוֹ וּבְעַצְמוֹ,bikhvodo uve׳atsmo,בכבודו ובעצמו
בִּכְדֵי,bikhdei,בכדי
בִּכְדִי,bikhdi,בכדי
בִּכּוּר,bikur,בכור
בְּכוֹר,bekhor,בכור
[[בכור|בְּכוֹר]] [[אביב|אָבִיב]],bekhor aviv,בכור אביב
בְּכוֹר שָׂטָן,,בכור שטן
בְּכוֹרָה,bekhora,בכורה
בִּכּוּרִים,bikurim,בכורים
בְּכִי (גם:בֶּכִי),bechi,בכי
בֶּכִי וְנֶהִי,bechi venehi,בכי ונהי
בְּכִי תַמְרוּרִים,bekhi tamrurim,בכי תמרורים
בְּכָל מְחִיר,bekhol mekhir‌,בכל מחיר
בּכֹּל רֲמַ״ח אֳבָרָיו,bechol ramach evarav,"בכל רמ""ח אבריו"
בַּכְּלָלִי,baklali,בכללי
בֻּכְנָאִי,bukhna'i,בכנאי
בֻּכְנָה,bukhna,בכנה
בֻּכְנָה הִידְרָאוּלִית,bukna hidraulit,בכנה הידראולית
בֻּכְנָה פְּנֵאוּמָטִית,bukhnah pneumatit,בכנה פנאומטית
בֶּכֶר,bekher,בכר
בֶּל,bel,בל
בַּל,bal,בל
בַּלָּאט (גם: בַּלָּט),balat,בלאט
בִּלְבּוּל,bilbul,בלבול
בֻּלְבּוּל,bulbul,בלבול
בֶּלְגְּיָה,,בלגיה
בָּלָגָן,balagan,בלגן
בַּלְדָּר,baldar,בלדר
בֶּלָה,bela,בלה
בָּלֶה,bale,בלה
בְּלוֹ,blo,בלו
בְּלוֹג,blog,בלוג
בְּלוֹגֶר,bloger,בלוגר
בלוודרה,,בלוודרה
בַּלּוּט,balut,בלוט
בַּלוּט יָם,balut yam,בלוט ים
בַּלּוּטָה אֶנְדּוֹקְרִינִית,,בלוטה אנדוקרינית
בַּלּוּטָה אקסוקרינית,,בלוטה אקסוקרינית
בלוטת ברטולין,,בלוטת ברטולין
בלוטת הבולבוס,,בלוטת הבולבוס
בַּלּוּטַת הַטּוּחָה,balutat hatukha,בלוטת הטוחה
בַּלּוּטַת הַמָּגֵן,balutat hamagen,בלוטת המגן
בַּלּוּטַת הָעַרְמוֹנִית,,בלוטת הערמונית
בלוטת התימוס,,בלוטת התימוס
בַּלּוּטַת הַתְּרִיס,balutat hatris,בלוטת התריס
בַּלּוּטַת זֵעָה,balutat zeah,בלוטת זעה
בַּלּוּטַת זֵעָה אפוקרינית,,בלוטת זעה אפוקרינית
בַּלּוּטַת זֵעָה אקרינית,,בלוטת זעה אקרינית
בַּלּוּטַת חָלָב,,בלוטת חלב
בַּלּוּטַת יוֹתֶרֶת הַכִּלְיָה,balutat yoteret hakilya,בלוטת יותרת הכליה
בַּלּוּטַת יוֹתֶרֶת הַתְּרִיס,balutat yoteret hatris,בלוטת יותרת התריס
בלוטת מיצד האוזן,,בלוטת מיצד האוזן
בלוטת קאופר,,בלוטת קאופר
בַּלּוּטַת רֹק,balutat rok,בלוטת רק
בָּלוֹן,balon,בלון
בָּלוֹן גָּז,balon gaz,בלון גז
בָּלוֹן חַמְצָן,balon khamtsan,בלון חמצן
בָּלוֹן מַיִם,balon mayim,בלון מים
בְּלוֹנְד,blond,בלונד
בְּלוֹנְדָה,blonda,בלונדה
בְּלוֹק,blok,בלוק
בָּלוֹרָה,balora,בלורה
בְּלוֹרִית,blorit,בלורית
בָּלֵט,balet,בלט
בֶּלֶט,belet,בלט
בֹּלֶט,bolet,בלט
בָּלָטָה,balata,בלטה
בְּלִי,bli,בלי
בְּלִי כָּחָל וְשָׂרָק,beli kakhal vesarak,בלי כחל ושרק
בְּלָיָה (וגם:בְּלִיָּה),blaya,בליה
בְּלָיָה בִּיוֹלוֹגִית,,בליה ביולוגית
בֶּלִיז,beliz,בליז
בְּלִיטָה,blita,בליטה
בְּלִימָה {{משני|א}},blima,בלימה
בְּלִימָה {{משני|ב}},blima,בלימה
בְּלַיְנְד,blaynd,בלינד
בָּלִיסְטִיקָה,balistika,בליסטיקה
בָּלִיסְטְרָה,balistrah,בליסטרה
בָּלָלַיְקָה,,בלליקה
בֶּלֶם פָּגוֹשׁ,belem pagosh,בלם פגוש
בֻּלְמוּס,bulmus,בלמוס
בַּלָּן,balan,בלן
בְּלֶנְדֶּר,blender,בלנדר
בלסטולה,,בלסטולה
בְּלֶק גֶ'ק,black jek,בלק ג'ק
בַּלְקוֹן,balkon,בלקון
בַּלָּשׁ,balash,בלש
בִּלְשׁוֹן הַמְעָטָה,,בלשון המעטה
בַּלְשָׁן,balshan,בלשן
בַּלְשָנוּת,balshanut,בלשנות
בַּלְשָׁנוּת חִשּׁוּבִית,balshanut khishuvit,בלשנות חשובית
בַּמַּאי (גם: בִּימַאי),bamay,במאי
בַּמְבּוּק,bambuk,במבוק
בַּמִּדְבָּר,,במדבר
בָּמָה,ba'ma,במה
בְּמוֹ יָדַיו,bemo yadaiv,במו ידיו
בְּמָטוּתָא,bematuta,במטותה
בְּמֵישָׁרִין (<small>גם</small> בְּמֵישָׁרִים),bemesharin,במישרין
בִּמְלוֹא הַקִיטוֹר,bimlo hakitor,במלוא הקיטור
בִּמְשׂוּרָה,bimsura,במשורה
בֵּן,ben,בן
בֶּן אָדָם,ben adam,בן אדם
בֶּן אַלְמָוֶת,ben almavet,בן אלמות
בֶּן אֻמָּנוּתוֹ,ben omanuto,בן אמנותו
בֶּן גָּוֶן,ben gaven,בן גון
בֶּן דָוִד,ben david,בן דוד
בֶּן דּוֹד,ben dod,בן דוד
בֶּן זוּג,ben zug,בן זוג
בֶּן זְקוּנִים,ben zkunim,בן זקונים
בֶּן־מֶלֶךְ,ben melech,בן מלך
בֵּן עֶלְיוֹן,,בן עליון
בֶּן עֲרֻבָּה,ben ׳aruba,בן ערבה
בֶּן תִּשְׁחֹרֶת,ben tishkhotret,בן תשחרת
בַּנָּאי,banay,בנאי
בַּנְג'וֹ,banjo,בנג'ו
בֶּנְזוֹדִיאָזָפִּין,benzodiazapin,בנזודיאזפין
בֶּנְזִין,benzin,בנזין
בֶ‏ּנטוֹ‏,,בנטו
בַּנְטוּ,,בנטו
בְּנֵי יִשְׂרָאֵל,"bnei yisrael,bne yisrael",בני ישראל
בְּנִיָּה,bniya,בניה
בִּנְיָמִין,Binyamin,בנימין
בִּנְיָמִינָה,binyamina,בנימינה
בִּנְיָן,binyan,בנין
בָּנָלִי,banali,בנלי
בָּנָנָה,banana,בננה
בַּנְק,bank,בנק
בַּנְק דָּם,bank dam,בנק דם
בַּנְק זֶרַע,bank zera,בנק זרע
בַּנְקוֹמָט,bankomat,בנקומט
בַּנְקָט,bankat,בנקט
בָּסוֹן,bason,בסון
בָּסִיס,basis,בסיס
בסיס מצומד,,בסיס מצומד
בְּסִיס נְתוּנִים,bsis netunim,בסיס נתונים
בָּסִיסְט,basist,בסיסט
בֹּסֶר (גם: בֵּסֶר),boser או beser,בסר
בֻּסְתָּן,bustan,בסתן
בְּעַד,be'ad,בעד
בְּעִדָּנָא דְרִתְחָא,be׳idna deritkha,בעדנא דרתחא
בִּעוּר חָמֵץ,bi'ur chamets‏‏‏‏,בעור חמץ
בֹּעַז,boaz,בעז
בְּעִיטָה,beita,בעיטה
בְּעִיטַת מִסְפָּרַיִם,beitat misparaim,בעיטת מספרים
בְּעִיטַת קֶרֶן,,בעיטת קרן
בְּעִילָה,be׳ila,בעילה
בְּעִילַת קָטִין,beilat katin,בעילת קטין
בְּעִיר,b'ir,בעיר
בָּעִיר,ba'ir,בעיר
בְּעִירָה,be׳ira,בעירה
בַּעַל {{משני|ג}},ba'al,בעל
בַּעַל {{משני|ב}},ba'al,בעל
בַּעַל {{משני|א}},ba׳al,בעל
בַּעַל אַמְצָאוֹת,ba'al amtsaot,בעל אמצאות
בַּעַל בִּטָּחוֹן,baal bitakhon,בעל בטחון
בַּעַל זְמוֹרָה,ba'al zmorah,בעל זמורה
בַּעַל חַיִּים,ba׳al khayim,בעל חיים
בַּעַל מוּם,ba'al mum,בעל מום
בַּעֲלוּת צוֹלֶבֶת,,בעלות צולבת
בַּעֲלִיל,ba'alil,בעליל
בְּעֲנָק,be׳anak,בענק
בַּעַר,baar,בער
בְּעֵרָה סְפּוֹנְטָנִית,be'era spontanit,בערה ספונטנית
בַּעֲרוּת,,בערות
בַּעַת,ba'at,בעת
בַּעַת חוּצוֹת,ba'at khotsut,בעת חוצות
בְּעָתָה,be'ata,בעתה
בְּפֶה מָלֵא,befe male,בפה מלא
בְּפֻמְבִּי (<small>גם:</small> בְּפֻמְבֵּי),"befumbi, befumbey",בפמבי
בֹּץ,bots,בץ
בֻּצָּה,botsa,בצה
בִּצָּה,bitsa,בצה
בָּצִיר,batsir,בציר
בִּצִּית,bitsit,בצית
בָּצָל,batzal,בצל
בֶּצַע,betsa',בצע
בָּצֵק {{משני|ב}},batsek,בצק
בָּצֵק {{משני|א}},batsek,בצק
בָּצֵק סֻכָּר,,בצק סכר
בְּצֵק עָלִים,,בצק עלים
בָּצֵק פָּרִיךְ,,בצק פריך
בָּצֵק רָבוּךְ,,בצק רבוך
בְּצֵק שְׁמָרִים,,בצק שמרים
בַּצֶּקֶת,batseket,בצקת
בֶּצֶר,betser,בצר
בִּצָּרוֹן,bitsaron,בצרון
בַּצֹּרֶת,batzoret,בצרת
בַּקְבּוּק,bakbuk,בקבוק
בַּקְבּוּק מְתִיחָה,bakbuk metikha,בקבוק מתיחה
בַּקְבּוּק תַּבְעֵרָה,,בקבוק תבערה
בַּקְבּוּקוֹן,bakbu'kon,בקבוקון
בִּקּוּעַ גַּרְעִינִי,bikua garini,בקוע גרעיני
בְּקָטָן,bekatan,בקטן
בַּקְּטַנָּה,baktana,בקטנה
בַּקְטֶרְיָה,bakterya,בקטריה
בַּקְטֶרְיוֹלוֹג,,בקטריולוג
בַּקְטֶרְיוֹלוֹגְיָה,bakteriologya,בקטריולוגיה
בקטריופלנקטון,,בקטריופלנקטון
בָּקִי (גם: בָּקִיא),baki,בקי
בָּקָלָה,,בקלה
בַּקְלָוָה,baklava,בקלוה
בקליאו,,בקליאו
בקעצוראים,,בקעצוראים
בֹּקֶר,boker,בקר
בֵּקָר,bekar,בקר
בַּקָּר,bakar,בקר
בָּקָר,bakar,בקר
בֹּקֶר אוֹר,boker or,בקר אור
בָּקָר נָמוּךְ,bakar namukh,בקר נמוך
בקרל,,בקרל
בִּקֹּרֶת,bikoret,בקרת
בַּקָּרַת נְזָקִים,bakarat nezakim,בקרת נזקים
בַּקָּרַת שִׁיּוּט,bakarat shiyut,בקרת שיוט
בַּקָּרַת תְּצוּרָה,bakarat tetsura,בקרת תצורה
בַּקָּשָׁה,bakasha,בקשה
בַּקְשִׁישׁ,bakshish,בקשיש
בִּקְתָּה,bikta,בקתה
בָּר {{משני|ו}},bar,בר
בָּר {{משני|ה}},bar,בר
בַּר {{משני|ג}},bar,בר
בָּר {{משני|ב}},bar,בר
בָּר {{משני|א}},bar,בר
בַּר {{משני|ד}},bar,בר
בַּר אוֹרְיָן,bar oryan,בר אורין
בַּר־אָמוֹדַאי,bar amodai,בר אמודאי
בַּר הַשָּׂגָה,bar hasaga,בר השגה
בַּר מַיִם,bar mayim,בר מים
בַּר מִינַן,bar minan,בר מינן
בַּר מִצְוָה,bar mitsva,בר מצוה
בַּר פְּלֻגְתָּא,bar plugta,בר פלגתא
בַּר שַׁיִט,bar shayit,בר שיט
בָּרֹאשׁ וּבָרִאשׁוֹנָה,barosh uvarishona,בראש ובראשונה
בָּרָאשִׁי,barashi,בראשי
בְּרֵאשִׁית,bereshit,בראשית
בְּרֵאשִׁיתִי,,בראשיתי
בַּרְבֶּדוֹס,,ברבדוס
בַּרְבּוּר,barbur,ברבור
בֶּרְבַּק,berbak,ברבק
ברברשופ,,ברברשופ
בֹּרֶג,boreg,ברג
בֹּרֶג אֶלֶן,boreg elen,ברג אלן
בֹּרֶג אַרְכִימֶדֶס,boreg arkhimedes,ברג ארכימדס
בֹּרֶג חָף,boreg khaf,ברג חף
בֹּרֶג פִילִיפְּס,boreg filips,ברג פיליפס
בֻּרְגּוּל,,ברגול
בְּרֶגֶל יָמִין,beregel yamin,ברגל ימין
בָּרָד,barad,ברד
בַּרְדְּלָס,bardelas,ברדלס
בַּרְדָּק,bardak,ברדק
בְּרַהְמָה,brahma,ברהמה
בַּרְוָז צֹּלַע,,ברווז צולע
בַּרְוָז,barvaz,ברוז
בַּרְוָז עִתּוֹנָאִי,barvaz itona'i,ברוז עתונאי
בַּרְוָזוֹן,barvazon,ברוזון
בַּרְוָזָן,barvazan,ברוזן
בְּרוּטוֹ,bruto,ברוטו
בְּרוֹךְ,brokh,ברוך
בָּרוּךְ,baruch,ברוך
בָּרוּךְ דַּיַּן הָאֱמֶת,barukh dayan haemet,ברוך דין האמת
בָּרוּךְ הַבָּא,barukh haba,ברוך הבא
בָּרוּךְ הַטוֹב וְהַמֵטִיב,,ברוך הטוב והמטיב
בְּרוֹם,brom,ברום
בָּרוֹמֶטֶר,barometer,ברומטר
ברונכוסקופ,,ברונכוסקופ
ברונכוסקופיה,,ברונכוסקופיה
בְּרוֹקוֹלִי,brokoli,ברוקולי
בְּרוֹקֶר,,ברוקר
בָּרוּר כַּשֶּׁמֶשׁ,barur kashemesh,ברור כשמש
בָּרוּר לְעַיִן,barur la'ayin,ברור לעין
בְּרוֹשׁ,brosh,ברוש
בֶּרֶז,berez,ברז
בְּרָזִיל,brazil,ברזיל
בַּרְזֶל,barzel,ברזל
בְּרֶזֶנְט,brezent,ברזנט
ברטיונאז',,ברטיונאז'
בָּרִיא,bari,בריא
בְּרִיאוּת הַנֶּפֶשׁ,briu hanefesh,בריאות הנפש
בְּרִיאוּתִי,briuti,בריאותי
בְּרִיאָתָנוּת,briatanut,בריאתנות
בְּרִיג,brig,בריג
בְּרִיג כְּלִיל מַעֲטֶה,brig klil ma'ate,בריג כליל מעטה
בַּרְיוּם,barium,בריום
בִּרְיוֹן,biryon,בריון
בִּרְיוֹנוּת,biryonut,בריונות
בְּרִיּוֹשׁ,bryosh,בריוש
בְּרִיזָה,briza,בריזה
בָּרִיחַ,bariah,בריח
בְּרִיחַ,beriah,בריח
בְּרִיחַת מוֹחוֹת,brikhat mo''khot,בריחת מוחות
בָּרִיטוֹן,briton,בריטון
בְּרִיטִי,briti,בריטי
בֶּרִילְיוּם,beryllium,בריליום
בריסטה,baristah,בריסטה
בריקולאז',,בריקולאז'
בְּרִית,brit,ברית
בְּרִית מִילָה,brit mila,ברית מילה
בְּרִית מֶלַח,,ברית מלח
בָּרָיְתָא,barayta,בריתא
בֶּרֶךְ,berekh,ברך
בְּרֵכָה,brekha,ברכה
בְּרָכָה,brakha,ברכה
בְּרָכָה לְבַטָּלָה,,ברכה לבטלה
בִּרְכוֹת הַשַּׁחַר,birkot hashakhar,ברכות השחר
בִּרְכִּיָּה,birkiya,ברכיה
בְּרֵכִיָּה,brekhiya,ברכיה
בִּרְכַּת אֵרוּסִין,birkat erusin,ברכת אירוסין
בִּרְכַּת הַגּוֹמֵל,birkat hagomel,ברכת הגומל
בִּרְכַּת הַמָּזוֹן,birkat hamazon,ברכת המזון
בְּרֵכַת חִמְצוּן,brekhat khimtsun,ברכת חמצון
בִּרְכַּת כֹּהֲנִים,birkat kohanim,ברכת כהנים
בְּרֵכַת נוֹי,brekhat noi,ברכת נוי
בְּרֵכַת שְׂחִיָּה,brekhat skhiya,ברכת שחיה
